Trinidad and Tobago,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Tunisia,..,..,..,..,..,..,..,..,..,..,25.40,..,..,..,..,23.10,..,..,..,..,20.50,..,..,..,..,15.20,..,..,..
Turkey,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,18.60,16.30,16.70,17.10,16.90,16.10,16.30,15.00,15.00,14.70,14.30,13.50,13.90,..
Turkmenistan,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Turks and Caicos Islands,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Tuvalu,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,26.30,..,..,..,..,..,..,..,..
Uganda,..,..,56.40,..,..,..,44.40,..,..,33.80,..,..,38.80,..,..,31.10,..,..,..,24.50,..,..,19.70,..,..,..,21.40,..,..
Ukraine,..,..,..,..,..,..,..,..,..,..,..,..,83.30,76.20,65.60,55.30,49.70,12.70,7.10,5.80,8.60,7.80,9.00,8.30,8.60,6.40,3.80,2.40,1.30
United Arab Emirates,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
United Kingdom,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
United States,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Uruguay,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,32.50,29.60,24.20,21.00,18.50,13.70,12.40,11.50,9.70,9.70,9.40,7.90,8.10
Uzbekistan,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15.00,14.10,..,..,..,..,..
Vanuatu,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12.70,..,..,..,..,..,..,..,..
"Venezuela, RB",..,..,..,..,..,..,..,55.60,49.00,42.80,41.60,31.10,41.10,54.00,53.10,42.40,33.10,27.50,27.70,26.40,26.80,27.40,27.20,29.40,29.50,33.10,..,..,..
Vietnam,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,20.70,..,17.20,..,13.50,..,9.80,..,6.70
Virgin Islands (U.S.),..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
West Bank and Gaza,..,..,..,..,..,..,..,..,..,..,..,..,..,..,25.90,24.30,24.00,31.20,22.60,22.60,25.70,25.80,..,..,..,..,29.20,..,..
"Yemen, Rep.",..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,34.80,..,..,..,..,..,..,..,..,48.60,..,..,..,..
Zambia,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,54.70,..,..,..,..,54.40,..,..,..
Zimbabwe,..,..,..,..,..,..,..,..,..,..,..,70.90,..,..,..,..,..,..,..,..,..,72.30,..,..,..,..,..,70.00,..
